Date,Activity,SubActivity,Department,CostCentre,State,UOM,Source,Identifier,Quantity,Description
1/6/2033,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2927.2656,Lime
1/6/2033,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,37.56,Soda ash
1/6/2033,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14075.0,Gold Recovered
1/6/2033,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14028.0,Gold Sold
1/6/2033,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1213.426,Grinding Media
1/6/2033,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.9049,Tyres
1/6/2033,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.3811,Tyres
1/6/2033,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,33.6535,Tyres
1/6/2034,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,980387.956,Explosives
1/6/2034,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,68.53746,Acetylene gas
1/6/2034,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,7.665266151,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,6.982878505,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.164127486,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,8.838093759,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,5.652964447,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,3.005370745,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,0.586413804,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1784.268715,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.17727591,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,483.9170483,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.559273911,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,253.43548,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,39.55099401,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.502485729,Diesel - Stationary
1/6/2034,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,488.440812,Diesel - Stationary
1/6/2034,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,47.11068,Diesel - Stationary
1/6/2034,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.15204,LPG - Cylinders
1/6/2034,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,114.80106,LPG - Bulk liquid
1/6/2034,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,72.19728,Engine oil
1/6/2034,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,263641.25,Grid electricity
1/6/2034,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,113261.25,Grid electricity
1/6/2034,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,22609866.88,Grid electricity
1/6/2034,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,309513.55,Grid electricity
1/6/2034,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,107688.62,Grid electricity
1/6/2034,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,74411.12,Grid electricity
1/6/2034,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,143588.02,Grid electricity
1/6/2034,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,565189.0,Ore Milled
1/6/2034,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1400000.0,BRW Non-Beneficiated Ore - HG
1/6/2034,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1637.8169,Cyanide
1/6/2034,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0571,Lime
1/6/2034,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2927.2656,Lime
1/6/2034,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,37.56,Soda ash
1/6/2034,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14075.0,Gold Recovered
1/6/2034,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14028.0,Gold Sold
1/6/2034,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1213.426,Grinding Media
1/6/2034,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.9049,Tyres
1/6/2034,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.3811,Tyres
1/6/2034,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,33.6535,Tyres
1/6/2035,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,846168.174,Explosives
1/6/2035,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,59.15442,Acetylene gas
1/6/2035,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,6.618053042,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,6.983524708,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.164216546,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,7.633798525,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,5.652429939,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,2.596957523,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,0.50263694,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1539.985339,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.17786075,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,417.6703539,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.559194082,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,218.7413133,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,39.55025875,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.502515231,Diesel - Stationary
1/6/2035,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,421.5657901,Diesel - Stationary
1/6/2035,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,47.11068,Diesel - Stationary
1/6/2035,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.13032,LPG - Cylinders
1/6/2035,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,114.80106,LPG - Bulk liquid
1/6/2035,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,62.30382,Engine oil
1/6/2035,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,263641.25,Grid electricity
1/6/2035,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,113261.25,Grid electricity
1/6/2035,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,22609866.88,Grid electricity
1/6/2035,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,309513.55,Grid electricity
1/6/2035,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,107688.62,Grid electricity
1/6/2035,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,74411.12,Grid electricity
1/6/2035,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,143588.02,Grid electricity
1/6/2035,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,565189.0,Ore Milled
1/6/2035,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1208333.33,BRW Non-Beneficiated Ore - HG
1/6/2035,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1413.592,Cyanide
1/6/2035,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0493,Lime
1/6/2035,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2526.509,Lime
1/6/2035,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,32.42,Soda ash
1/6/2035,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14075.0,Gold Recovered
1/6/2035,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14028.0,Gold Sold
1/6/2035,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1047.3022,Grinding Media
1/6/2035,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.6441,Tyres
1/6/2035,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.0552,Tyres
1/6/2035,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,29.0462,Tyres
1/6/2036,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,507700.9058,Explosives
1/6/2036,Combustion,Acetylene,Mining,,QLD,m3,Budget,Budget|Acetylene|nan,40.06797,Acetylene gas
1/6/2036,Combustion,Diesel,Mining,,QLD,kL,Budget,Budget|Diesel|nan,1915.865814,Diesel - Stationary
1/6/2036,Combustion,LPG,Mining,,QLD,kL,Budget,Budget|LPG|nan,0.281817,LPG - Cylinders
1/6/2036,Combustion,Lubricants,Mining,,QLD,kL,Budget,Budget|Lubricants|nan,38.62359,Engine oil
1/6/2036,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,23958473.643,Grid electricity
1/6/2036,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,613192.3333,Ore Milled
1/6/2036,Mining,Ore ROM,Mining,,QLD,t,Budget,Budget|Ore ROM|nan,725000.0,BRW Non-Beneficiated Ore - HG
1/6/2036,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,848.1552,Cyanide
1/6/2036,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0296,Lime
1/6/2036,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,1515.9054,Lime
1/6/2036,Reagent,Soda Ash,Mining,,QLD,kg,Budget,Budget|Soda Ash|nan,59.977,Soda ash
1/6/2036,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14547.6667,Gold Recovered
1/6/2036,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/6/2036,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,628.3813,Grinding Media
1/6/2036,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,0.9865,Tyres
1/6/2036,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.2331,Tyres
1/6/2036,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,17.4277,Tyres
1/6/2037,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,47.75685,Diesel - Stationary
1/6/2037,Combustion,LPG,Processing,,QLD,kL,Budget,Budget|LPG|nan,117.383025,LPG - Bulk liquid
1/6/2037,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,23958473.643,Grid electricity
1/6/2037,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,613192.3333,Ore Milled
1/6/2037,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14547.6667,Gold Recovered
1/6/2037,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/6/2038,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,47.75685,Diesel - Stationary
1/6/2038,Combustion,LPG,Processing,,QLD,kL,Budget,Budget|LPG|nan,117.383025,LPG - Bulk liquid
1/6/2038,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,23958473.643,Grid electricity
1/6/2038,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,613192.3333,Ore Milled
1/6/2038,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14547.6667,Gold Recovered
1/6/2038,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/6/2039,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,47.75685,Diesel - Stationary
1/6/2039,Combustion,LPG,Processing,,QLD,kL,Budget,Budget|LPG|nan,117.383025,LPG - Bulk liquid
1/6/2039,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,23958473.643,Grid electricity
1/6/2039,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,613192.3333,Ore Milled
1/6/2039,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14547.6667,Gold Recovered
1/6/2039,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/6/2040,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,21.72,Diesel - Stationary
1/6/2040,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,6.4357446,Engine oil
1/6/2040,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/6/2040,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/6/2041,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,21.72,Diesel - Stationary
1/6/2041,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,6.4357446,Engine oil
1/6/2041,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/6/2041,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/6/2042,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,4.5250362,Diesel - Stationary
1/6/2042,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,1.3407756,Engine oil
1/6/2042,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/6/2042,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/6/2043,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,4.5250362,Diesel - Stationary
1/6/2043,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,1.3407756,Engine oil
1/6/2043,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/6/2043,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/6/2044,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,4.5250362,Diesel - Stationary
1/6/2044,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,1.3407756,Engine oil
1/6/2044,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/6/2044,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/7/2026,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,437673.1946,Explosives
1/7/2026,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,48.2184,Acetylene gas
1/7/2026,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,4.706760676,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,13.62977865,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,70.24759897,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.130041704,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,0.954217996,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,29.40921306,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,692.2905167,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.42617588,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,219.8561149,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.140834089,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,99.33516552,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,33.06822135,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.194948323,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Diesel|Projects and Work Orders,886.176,Diesel - Stationary
1/7/2026,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,235.9491622,Diesel - Stationary
1/7/2026,Combustion,Diesel,Utilities,Site Power Generation,QLD,kL,Budget,Budget|Diesel|Site Power Generation,2530.84698,Diesel - Power generation
1/7/2026,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.3258,LPG - Cylinders
1/7/2026,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,97.51194,LPG - Bulk liquid
1/7/2026,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,40.13856,Engine oil
1/7/2026,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1584.0,Grid electricity
1/7/2026,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,216212.41,Grid electricity
1/7/2026,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,1127.67,Grid electricity
1/7/2026,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,15187872.66,Grid electricity
1/7/2026,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,452829.44,Grid electricity
1/7/2026,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,103281.06,Grid electricity
1/7/2026,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,73111.44,Grid electricity
1/7/2026,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,180934.83,Grid electricity
1/7/2026,Electricity,Site Power,Processing,Milling,QLD,kWh,Budget,Budget|Site Power|Milling,9060300.0,Site electricity
1/7/2026,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,608744.0,Ore Milled
1/7/2026,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,625000.0,BRW Non-Beneficiated Ore - HG
1/7/2026,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,731.1683,Cyanide
1/7/2026,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0255,Lime
1/7/2026,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,1306.815,Lime
1/7/2026,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,33.54,Soda ash
1/7/2026,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,16015.0,Gold Recovered
1/7/2026,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14825.0,Gold Sold
1/7/2026,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,541.7081,Grinding Media
1/7/2026,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,0.8504,Tyres
1/7/2026,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.063,Tyres
1/7/2026,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,15.0239,Tyres
1/7/2027,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,846168.174,Explosives
1/7/2027,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,93.2331,Acetylene gas
1/7/2027,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,9.102581435,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,13.62789006,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,135.8096573,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.13074918,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.833382127,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,56.86701052,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1338.42256,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.42331552,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,425.055172,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.143782466,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,192.0548189,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,33.07010994,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.194152836,Diesel - Stationary
1/7/2027,Combustion,Diesel,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Diesel|Projects and Work Orders,886.176,Diesel - Stationary
